date,air_temperature,relative_humidity,wind_speed
2015-01-01,3.1500000000000004,94.0,2.6
2015-01-02,2.9,85.0,7.4
2015-01-03,1.9,88.0,9.0
2015-01-04,0.65,90.0,8.3
2015-01-05,-0.25,92.0,3.4
2015-01-06,1.4500000000000002,75.0,3.1
2015-01-07,4.15,74.0,4.6
2015-01-08,3.0,81.0,3.4
2015-01-09,0.0499999999999999,89.0,3.1
2015-01-10,-3.35,67.0,8.4
2015-01-11,-5.05,61.0,3.5
2015-01-12,-6.1,64.0,5.2
2015-01-13,-0.05,57.0,4.6
2015-01-14,1.4,50.0,3.7
2015-01-15,2.05,55.0,6.7
2015-01-16,3.2,65.0,3.2
2015-01-17,2.05,85.0,4.7
2015-01-18,1.85,74.0,3.3
2015-01-19,-0.3,60.0,6.6
2015-01-20,-1.0499999999999998,56.0,4.2
2015-01-21,0.0,56.0,5.0
2015-01-22,-2.05,60.0,4.5
2015-01-23,-7.25,62.0,4.5
2015-01-24,-2.5,72.0,2.3
2015-01-25,-0.5,70.0,4.0
2015-01-26,1.75,81.0,2.5
2015-01-27,2.4,75.0,5.0
2015-01-28,3.65,79.0,3.7
2015-01-29,4.2,60.0,5.5
2015-01-30,3.0,55.0,6.4
2015-01-31,0.4499999999999999,65.0,3.6
2015-02-01,-3.3,85.0,1.9
2015-02-02,-4.75,84.0,2.6
2015-02-03,-4.85,81.0,2.8
2015-02-04,-3.7,86.0,2.8
2015-02-05,-2.95,88.0,4.9
2015-02-06,4.1,81.0,9.3
2015-02-07,3.0,78.0,15.1
2015-02-08,0.6,88.0,8.9
2015-02-09,4.6,88.0,8.7
2015-02-10,6.3,75.0,10.4
2015-02-11,7.25,61.0,7.3
2015-02-12,4.15,77.0,5.6
2015-02-13,-1.35,84.0,1.9
2015-02-14,-0.8500000000000001,87.0,2.1
2015-02-15,1.3,55.0,7.0
2015-02-16,1.65,52.0,7.8
2015-02-17,2.7,60.0,7.0
2015-02-18,2.55,87.0,4.4
2015-02-19,3.85,91.0,3.2
2015-02-20,3.2,80.0,2.3
2015-02-21,1.75,72.0,3.9
2015-02-22,1.45,84.0,3.3
2015-02-23,1.8,54.0,8.6
2015-02-24,4.2,50.0,5.8
2015-02-25,4.449999999999999,67.0,3.0
2015-02-26,3.65,64.0,8.8
2015-02-27,5.55,49.0,7.0
2015-02-28,5.5,51.0,8.4
2015-03-01,5.9,55.0,9.0
2015-03-02,4.85,67.0,3.9
2015-03-03,1.4,73.0,2.7
2015-03-04,0.65,72.0,3.4
2015-03-05,2.1,67.0,3.8
2015-03-06,4.5,70.0,4.4
2015-03-07,6.6,62.0,7.7
2015-03-08,4.9,85.0,4.6
2015-03-09,3.65,69.0,6.3
2015-03-10,5.0,71.0,7.2
2015-03-11,4.949999999999999,63.0,5.3
2015-03-12,6.45,47.0,5.9
2015-03-13,7.25,46.0,4.6
2015-03-14,4.75,61.0,3.7
2015-03-15,3.5,57.0,2.7
2015-03-16,6.5,48.0,4.2
2015-03-17,7.9,56.0,4.1
2015-03-18,5.199999999999999,71.0,2.0
2015-03-19,4.5,82.0,6.6
2015-03-20,1.85,79.0,2.1
2015-03-21,-1.35,65.0,3.0
2015-03-22,1.65,83.0,3.5
2015-03-23,4.85,81.0,5.1
2015-03-24,4.25,73.0,4.1
2015-03-25,1.3,50.0,6.6
2015-03-26,1.85,49.0,6.9
2015-03-27,2.9000000000000004,70.0,2.3
2015-03-28,3.45,58.0,4.8
2015-03-29,6.25,63.0,5.5
2015-03-30,3.4000000000000004,78.0,2.2
2015-03-31,1.5,66.0,2.8
2015-04-01,1.5,73.0,2.7
2015-04-02,2.7,86.0,5.3
2015-04-03,2.95,82.0,4.5
2015-04-04,2.25,72.0,2.3
2015-04-05,1.4,68.0,3.1
2015-04-06,5.35,80.0,4.5
2015-04-07,6.85,80.0,9.7
2015-04-08,5.8,63.0,11.6
2015-04-09,5.6,75.0,6.4
2015-04-10,4.85,84.0,5.9
2015-04-11,6.699999999999999,65.0,4.2
2015-04-12,6.9,77.0,4.1
2015-04-13,4.05,78.0,8.5
2015-04-14,2.3,78.0,3.8
2015-04-15,4.6,82.0,4.1
2015-04-16,4.35,86.0,8.4
2015-04-17,5.45,76.0,5.0
2015-04-18,5.85,85.0,5.2
2015-04-19,6.6,78.0,6.8
2015-04-20,5.65,82.0,4.3
2015-04-21,6.45,70.0,4.3
2015-04-22,6.8,81.0,10.4
2015-04-23,4.5,72.0,13.1
2015-04-24,3.25,70.0,5.7
2015-04-25,4.6,72.0,4.4
2015-04-26,7.15,62.0,2.6
2015-04-27,5.95,58.0,3.7
2015-04-28,5.85,64.0,3.1
2015-04-29,5.050000000000001,65.0,2.7
2015-04-30,5.5,75.0,3.0
2015-05-01,5.25,66.0,4.4
2015-05-02,4.7,70.0,5.2
2015-05-03,5.05,67.0,4.6
2015-05-04,6.55,53.0,6.9
2015-05-05,10.3,55.0,5.5
2015-05-06,12.5,72.0,4.3
2015-05-07,11.65,60.0,5.5
2015-05-08,9.55,79.0,4.8
2015-05-09,7.550000000000001,56.0,3.7
2015-05-10,7.2,71.0,3.8
2015-05-11,8.6,60.0,5.2
2015-05-12,9.8,80.0,2.9
2015-05-13,8.649999999999999,81.0,6.1
2015-05-14,6.3,72.0,8.1
2015-05-15,6.35,62.0,4.7
2015-05-16,7.65,61.0,4.6
2015-05-17,8.3,79.0,4.0
2015-05-18,7.85,61.0,3.4
2015-05-19,10.4,53.0,6.2
2015-05-20,9.8,72.0,5.5
2015-05-21,9.45,61.0,3.2
2015-05-22,9.6,76.0,4.1
2015-05-23,5.800000000000001,81.0,10.6
2015-05-24,6.95,71.0,3.5
2015-05-25,8.55,88.0,3.6
2015-05-26,8.35,79.0,3.8
2015-05-27,8.6,74.0,4.8
2015-05-28,9.45,61.0,4.2
2015-05-29,10.1,83.0,3.4
2015-05-30,8.75,64.0,3.5
2015-05-31,9.75,87.0,4.0
2015-06-01,8.75,78.0,5.4
2015-06-02,9.55,56.0,5.4
2015-06-03,9.25,82.0,6.4
2015-06-04,8.15,83.0,8.0
2015-06-05,8.6,76.0,4.0
2015-06-06,10.35,82.0,3.7
2015-06-07,9.5,83.0,3.8
2015-06-08,8.649999999999999,74.0,6.6
2015-06-09,9.1,70.0,3.5
2015-06-10,9.75,81.0,6.8
2015-06-11,9.0,90.0,3.7
2015-06-12,9.55,85.0,3.3
2015-06-13,9.45,69.0,4.5
2015-06-14,8.7,71.0,5.6
2015-06-15,7.35,83.0,10.7
2015-06-16,7.699999999999999,75.0,9.2
2015-06-17,9.65,64.0,3.2
2015-06-18,11.8,86.0,3.2
2015-06-19,11.55,73.0,4.4
2015-06-20,10.8,71.0,3.2
2015-06-21,11.95,74.0,4.6
2015-06-22,13.8,77.0,6.3
2015-06-23,11.9,73.0,5.2
2015-06-24,11.05,68.0,4.4
2015-06-25,10.7,82.0,6.5
2015-06-26,10.05,85.0,6.2
2015-06-27,10.35,72.0,2.9
2015-06-28,12.2,72.0,4.0
2015-06-29,13.8,85.0,4.8
2015-06-30,12.95,80.0,3.4
2015-07-01,14.05,88.0,2.4
2015-07-02,16.95,81.0,2.7
2015-07-03,18.5,83.0,4.6
2015-07-04,14.9,79.0,5.0
2015-07-05,14.1,78.0,3.8
2015-07-06,16.9,78.0,4.7
2015-07-07,14.15,80.0,6.9
2015-07-08,10.85,76.0,3.2
2015-07-09,10.3,77.0,6.0
2015-07-10,9.7,84.0,6.2
2015-07-11,11.9,78.0,3.3
2015-07-12,15.7,72.0,3.8
2015-07-13,17.1,78.0,6.1
2015-07-14,14.15,79.0,4.4
2015-07-15,13.05,79.0,3.4
2015-07-16,11.85,89.0,6.5
2015-07-17,11.75,70.0,3.4
2015-07-18,13.55,75.0,3.6
2015-07-19,12.15,86.0,2.7
2015-07-20,13.05,73.0,3.5
2015-07-21,13.15,75.0,2.9
2015-07-22,13.6,84.0,3.4
2015-07-23,12.5,84.0,3.8
2015-07-24,12.3,74.0,2.3
2015-07-25,13.35,73.0,2.5
2015-07-26,13.15,81.0,2.4
2015-07-27,13.15,77.0,4.8
2015-07-28,12.7,73.0,3.8
2015-07-29,13.95,84.0,4.4
2015-07-30,12.85,82.0,7.2
2015-07-31,11.25,77.0,7.1
2015-08-01,12.3,61.0,2.7
2015-08-02,12.45,78.0,6.1
2015-08-03,13.35,69.0,2.5
2015-08-04,15.6,62.0,4.7
2015-08-05,17.950000000000003,84.0,3.0
2015-08-06,16.7,78.0,2.4
2015-08-07,17.35,75.0,3.7
2015-08-08,14.05,82.0,2.4
2015-08-09,13.85,73.0,2.6
2015-08-10,15.95,76.0,3.2
2015-08-11,17.5,69.0,4.6
2015-08-12,13.95,79.0,4.3
2015-08-13,13.15,74.0,2.8
2015-08-14,14.3,73.0,2.9
2015-08-15,20.450000000000003,35.0,6.2
2015-08-16,21.5,47.0,5.9
2015-08-17,21.2,44.0,4.5
2015-08-18,21.1,37.0,4.5
2015-08-19,22.3,38.0,3.5
2015-08-20,21.25,45.0,2.9
2015-08-21,20.45,45.0,3.3
2015-08-22,20.0,57.0,3.1
2015-08-23,18.05,71.0,3.0
2015-08-24,19.15,49.0,4.5
2015-08-25,21.65,55.0,6.1
2015-08-26,20.9,63.0,3.7
2015-08-27,18.25,80.0,3.7
2015-08-28,14.55,85.0,6.9
2015-08-29,13.7,75.0,3.7
2015-08-30,13.5,83.0,3.0
2015-08-31,12.6,83.0,2.7
2015-09-01,11.9,79.0,2.7
2015-09-02,10.1,80.0,2.5
2015-09-03,12.15,70.0,2.7
2015-09-04,11.35,87.0,2.5
2015-09-05,10.6,87.0,3.5
2015-09-06,9.85,76.0,3.9
2015-09-07,10.8,84.0,8.2
2015-09-08,11.85,90.0,5.8
2015-09-09,12.05,84.0,2.3
2015-09-10,10.85,86.0,2.3
2015-09-11,13.3,61.0,3.4
2015-09-12,15.7,62.0,5.4
2015-09-13,16.4,57.0,6.6
2015-09-14,16.7,58.0,5.9
2015-09-15,16.8,55.0,7.1
2015-09-16,14.85,58.0,4.8
2015-09-17,12.7,79.0,3.6
2015-09-18,13.1,90.0,5.6
2015-09-19,11.6,85.0,9.9
2015-09-20,10.75,83.0,7.3
2015-09-21,10.4,87.0,3.0
2015-09-22,11.5,69.0,3.5
2015-09-23,11.3,83.0,2.2
2015-09-24,13.85,59.0,4.6
2015-09-25,13.0,81.0,3.8
2015-09-26,10.25,76.0,7.3
2015-09-27,10.3,92.0,7.8
2015-09-28,10.0,89.0,2.2
2015-09-29,11.0,81.0,3.5
2015-09-30,11.95,85.0,4.6
2015-10-01,11.6,88.0,8.9
2015-10-02,11.4,73.0,13.9
2015-10-03,9.45,81.0,3.8
2015-10-04,8.45,88.0,4.5
2015-10-05,6.0,73.0,4.9
2015-10-06,9.65,54.0,8.0
2015-10-07,9.45,46.0,6.1
2015-10-08,9.35,52.0,5.9
2015-10-09,8.649999999999999,78.0,2.5
2015-10-10,7.55,92.0,2.0
2015-10-11,4.800000000000001,97.0,1.8
2015-10-12,4.0,91.0,2.4
2015-10-13,6.2,84.0,3.0
2015-10-14,6.3,90.0,2.5
2015-10-15,4.45,88.0,2.7
2015-10-16,7.5,83.0,2.2
2015-10-17,8.7,94.0,1.4
2015-10-18,8.9,93.0,1.3
2015-10-19,8.2,88.0,1.8
2015-10-20,5.9,87.0,2.0
2015-10-21,5.800000000000001,77.0,4.6
2015-10-22,8.8,82.0,2.6
2015-10-23,9.2,86.0,5.7
2015-10-24,8.600000000000001,70.0,3.7
2015-10-25,7.699999999999999,84.0,5.4
2015-10-26,6.1,81.0,3.7
2015-10-27,5.55,90.0,2.3
2015-10-28,1.45,96.0,1.7
2015-10-29,1.85,83.0,3.3
2015-10-30,4.25,74.0,3.4
2015-10-31,10.25,63.0,4.0
2015-11-01,10.75,86.0,3.5
2015-11-02,10.85,84.0,4.2
2015-11-03,9.55,95.0,2.1
2015-11-04,8.1,91.0,3.8
2015-11-05,4.5,95.0,1.2
2015-11-06,3.55,89.0,2.0
2015-11-07,7.75,83.0,3.1
2015-11-08,6.1,82.0,3.5
2015-11-09,8.0,56.0,6.0
2015-11-10,6.949999999999999,85.0,3.5
2015-11-11,5.45,86.0,4.7
2015-11-12,3.65,96.0,2.8
2015-11-13,4.8,64.0,3.6
2015-11-14,3.8,64.0,3.4
2015-11-15,3.05,86.0,2.2
2015-11-16,2.35,72.0,6.1
2015-11-17,2.85,86.0,3.0
2015-11-18,-0.25,93.0,2.9
2015-11-19,-0.45,92.0,2.0
2015-11-20,-0.95,95.0,2.2
2015-11-21,-2.1,95.0,2.4
2015-11-22,-1.4,90.0,3.4
2015-11-23,1.05,82.0,2.5
2015-11-24,2.5,79.0,3.0
2015-11-25,1.25,80.0,4.9
2015-11-26,3.45,78.0,6.0
2015-11-27,5.6,93.0,3.3
2015-11-28,3.75,78.0,3.6
2015-11-29,2.45,74.0,3.4
2015-11-30,-0.2,88.0,5.6
2015-12-01,1.5,83.0,7.4
2015-12-02,2.75,77.0,4.8
2015-12-03,3.25,66.0,3.9
2015-12-04,2.15,76.0,3.0
2015-12-05,3.3,69.0,7.2
2015-12-06,4.05,73.0,7.7
2015-12-07,4.75,79.0,10.6
2015-12-08,3.85,73.0,3.6
2015-12-09,5.7,76.0,4.4
2015-12-10,4.9,66.0,4.7
2015-12-11,4.55,60.0,6.3
2015-12-12,3.1500000000000004,87.0,4.8
2015-12-13,0.35,92.0,3.6
2015-12-14,-1.4,91.0,2.9
2015-12-15,1.1,83.0,6.7
2015-12-16,2.8,82.0,3.5
2015-12-17,0.8,94.0,1.9
2015-12-18,2.5,94.0,4.0
2015-12-19,4.8,87.0,4.4
2015-12-20,5.0,97.0,1.8
2015-12-21,4.5,82.0,3.5
2015-12-22,4.8,84.0,2.7
2015-12-23,3.55,69.0,3.3
2015-12-24,5.9,56.0,7.8
2015-12-25,5.75,79.0,8.7
2015-12-26,0.45,81.0,9.0
2015-12-27,-3.9,72.0,3.2
2015-12-28,-6.75,75.0,4.2
2015-12-29,0.55,48.0,6.7
2015-12-30,4.45,55.0,8.3
2015-12-31,6.2,53.0,8.8
2016-01-01,4.85,57.0,4.1
2016-01-02,2.7,56.0,6.8
2016-01-03,-3.35,46.0,7.2
2016-01-04,-5.95,68.0,5.4
2016-01-05,-6.449999999999999,73.0,5.2
2016-01-06,-8.350000000000001,74.0,3.9
2016-01-07,-10.5,67.0,4.8
2016-01-08,-15.1,69.0,3.4
2016-01-09,-15.5,66.0,4.5
2016-01-10,-8.45,51.0,8.5
2016-01-11,-1.65,51.0,7.2
2016-01-12,-4.1,54.0,6.7
2016-01-13,-7.15,51.0,5.8
2016-01-14,-9.6,52.0,4.0
2016-01-15,-12.4,75.0,4.4
2016-01-16,-12.4,84.0,3.6
2016-01-17,-6.1,86.0,6.7
2016-01-18,-0.95,85.0,6.3
2016-01-19,-1.7000000000000002,91.0,6.3
2016-01-20,-0.65,89.0,6.8
2016-01-21,-2.2,90.0,2.8
2016-01-22,-6.6,81.0,3.3
2016-01-23,-3.65,92.0,1.9
2016-01-24,-1.7999999999999998,97.0,2.4
2016-01-25,-0.75,97.0,1.5
2016-01-26,3.45,75.0,4.4
2016-01-27,3.35,87.0,3.5
2016-01-28,1.2000000000000002,82.0,3.1
2016-01-29,3.15,64.0,7.2
2016-01-30,3.7,71.0,6.0
2016-01-31,1.15,80.0,3.5
2016-02-01,0.95,64.0,6.4
2016-02-02,-1.2000000000000002,93.0,1.3
2016-02-03,-0.95,89.0,6.5
2016-02-04,1.45,91.0,10.1
2016-02-05,1.3,81.0,4.8
2016-02-06,2.4,81.0,4.5
2016-02-07,4.65,67.0,4.7
2016-02-08,6.0,59.0,5.4
2016-02-09,3.8,75.0,2.1
2016-02-10,-1.15,88.0,2.5
2016-02-11,-0.75,73.0,4.7
2016-02-12,-4.6,81.0,2.5
2016-02-13,-6.6,86.0,3.1
2016-02-14,-8.0,79.0,3.6
2016-02-15,-5.3,83.0,4.5
2016-02-16,-0.6000000000000001,57.0,4.3
2016-02-17,2.8,50.0,3.8
2016-02-18,1.6,51.0,3.0
2016-02-19,-1.65,59.0,3.8
2016-02-20,1.7,61.0,8.2
2016-02-21,0.6,70.0,2.6
2016-02-22,-1.7,69.0,3.2
2016-02-23,-3.85,88.0,4.2
2016-02-24,1.1,86.0,7.5
2016-02-25,1.6,91.0,4.4
2016-02-26,0.1999999999999999,93.0,1.4
2016-02-27,-0.1499999999999999,92.0,5.8
2016-02-28,1.05,92.0,3.3
2016-02-29,-0.25,79.0,2.3
2016-03-01,-1.15,61.0,6.6
2016-03-02,1.05,55.0,8.2
2016-03-03,1.5499999999999998,59.0,5.0
2016-03-04,1.35,67.0,2.8
2016-03-05,1.9,74.0,2.3
2016-03-06,0.8999999999999999,62.0,3.5
2016-03-07,0.3,86.0,2.0
2016-03-08,-0.55,77.0,2.5
2016-03-09,-2.4,69.0,2.5
2016-03-10,-0.0499999999999999,66.0,2.1
2016-03-11,-0.6,74.0,2.6
2016-03-12,-1.5,70.0,2.3
2016-03-13,0.75,89.0,2.4
2016-03-14,3.9,97.0,1.8
2016-03-15,4.2,98.0,1.3
2016-03-16,3.6,93.0,2.9
2016-03-17,4.4,84.0,8.9
2016-03-18,3.05,83.0,4.8
2016-03-19,3.4,87.0,9.6
2016-03-20,3.05,90.0,7.8
2016-03-21,3.1,88.0,4.1
2016-03-22,2.5,90.0,5.6
2016-03-23,2.7,76.0,4.0
2016-03-24,1.7,78.0,2.4
2016-03-25,2.95,80.0,2.5
2016-03-26,4.65,58.0,6.6
2016-03-27,8.75,52.0,8.7
2016-03-28,8.95,49.0,6.1
2016-03-29,8.75,58.0,6.8
2016-03-30,5.449999999999999,59.0,4.0
2016-03-31,1.8,75.0,3.9
2016-04-01,2.0,72.0,2.0
2016-04-02,4.65,73.0,3.2
2016-04-03,5.1,73.0,3.0
2016-04-04,8.100000000000001,63.0,2.3
2016-04-05,5.949999999999999,90.0,2.3
2016-04-06,5.1,92.0,3.6
2016-04-07,5.4,82.0,6.1
2016-04-08,4.15,80.0,6.3
2016-04-09,3.2,73.0,2.3
2016-04-10,3.35,68.0,3.3
2016-04-11,3.95,65.0,3.0
2016-04-12,3.75,73.0,3.0
2016-04-13,3.65,61.0,2.8
2016-04-14,1.7000000000000002,68.0,3.5
2016-04-15,3.45,81.0,3.4
2016-04-16,4.85,73.0,2.9
2016-04-17,4.300000000000001,75.0,2.6
2016-04-18,5.6,74.0,4.5
2016-04-19,5.85,75.0,5.9
2016-04-20,4.35,79.0,4.3
2016-04-21,4.95,81.0,7.9
2016-04-22,3.45,83.0,7.6
2016-04-23,1.5,87.0,4.0
2016-04-24,1.3,79.0,2.4
2016-04-25,1.95,56.0,2.7
2016-04-26,3.15,75.0,2.4
2016-04-27,2.05,82.0,3.8
2016-04-28,4.75,63.0,4.6
2016-04-29,7.4,61.0,7.9
2016-04-30,9.4,50.0,7.2
2016-05-01,10.15,47.0,5.5
2016-05-02,8.8,55.0,5.1
2016-05-03,10.6,63.0,5.1
2016-05-04,9.1,64.0,3.2
2016-05-05,10.7,47.0,3.2
2016-05-06,11.55,56.0,2.9
2016-05-07,11.5,62.0,2.8
2016-05-08,11.35,76.0,2.7
2016-05-09,11.95,71.0,3.2
2016-05-10,10.8,73.0,3.8
2016-05-11,7.85,59.0,3.8
2016-05-12,8.25,77.0,6.2
2016-05-13,5.15,78.0,6.6
2016-05-14,5.55,80.0,5.0
2016-05-15,6.6,75.0,5.5
2016-05-16,7.3,70.0,3.2
2016-05-17,7.05,68.0,5.1
2016-05-18,5.5,73.0,2.6
2016-05-19,5.6,68.0,2.7
2016-05-20,8.65,67.0,4.7
2016-05-21,12.1,68.0,2.8
2016-05-22,14.1,65.0,4.6
2016-05-23,11.25,89.0,5.8
2016-05-24,8.35,79.0,3.4
2016-05-25,8.75,75.0,3.0
2016-05-26,9.2,69.0,3.5
2016-05-27,13.25,51.0,3.0
2016-05-28,16.15,53.0,6.4
2016-05-29,15.6,67.0,3.4
2016-05-30,16.1,72.0,3.4
2016-05-31,17.200000000000003,77.0,5.4
2016-06-01,14.75,86.0,4.4
2016-06-02,13.75,83.0,4.1
2016-06-03,11.7,69.0,5.3
2016-06-04,10.1,65.0,3.9
2016-06-05,10.0,59.0,3.2
2016-06-06,11.55,64.0,3.6
2016-06-07,12.95,69.0,6.3
2016-06-08,9.75,70.0,8.6
2016-06-09,7.55,68.0,5.9
2016-06-10,7.85,68.0,3.7
2016-06-11,9.9,66.0,4.9
2016-06-12,11.3,64.0,4.3
2016-06-13,10.95,63.0,4.7
2016-06-14,11.45,61.0,3.7
2016-06-15,13.35,70.0,4.2
2016-06-16,15.65,78.0,4.9
2016-06-17,13.7,85.0,8.4
2016-06-18,10.5,86.0,9.5
2016-06-19,8.8,87.0,8.2
2016-06-20,11.3,61.0,5.0
2016-06-21,14.6,82.0,2.1
2016-06-22,13.35,74.0,2.9
2016-06-23,15.65,75.0,4.0
2016-06-24,15.95,78.0,3.5
2016-06-25,14.9,85.0,5.7
2016-06-26,14.75,74.0,2.9
2016-06-27,17.65,76.0,4.7
2016-06-28,13.9,79.0,3.2
2016-06-29,14.25,62.0,3.1
2016-06-30,18.15,52.0,5.2
2016-07-01,16.8,59.0,4.3
2016-07-02,16.6,68.0,5.3
2016-07-03,13.25,79.0,3.3
2016-07-04,13.25,71.0,3.8
2016-07-05,14.5,70.0,4.5
2016-07-06,12.85,77.0,8.2
2016-07-07,11.7,69.0,4.4
2016-07-08,12.45,68.0,3.3
2016-07-09,13.8,72.0,5.8
2016-07-10,15.1,65.0,2.8
2016-07-11,16.7,74.0,3.4
2016-07-12,16.1,81.0,4.0
2016-07-13,14.35,92.0,6.0
2016-07-14,13.25,81.0,5.5
2016-07-15,12.85,74.0,3.1
2016-07-16,12.3,84.0,3.1
2016-07-17,12.95,83.0,3.5
2016-07-18,13.35,76.0,4.7
2016-07-19,13.15,74.0,3.8
2016-07-20,15.75,75.0,2.9
2016-07-21,21.0,50.0,3.7
2016-07-22,22.45,76.0,3.4
2016-07-23,18.25,87.0,3.6
2016-07-24,18.3,79.0,2.5
2016-07-25,20.3,62.0,4.2
2016-07-26,20.1,80.0,4.3
2016-07-27,16.85,66.0,3.1
2016-07-28,17.85,74.0,3.5
2016-07-29,15.2,80.0,3.8
2016-07-30,15.2,88.0,3.0
2016-07-31,13.25,90.0,2.4
2016-08-01,12.7,84.0,3.4
2016-08-02,13.1,83.0,4.7
2016-08-03,14.2,66.0,3.0
2016-08-04,16.65,65.0,2.8
2016-08-05,16.75,79.0,4.5
2016-08-06,14.2,79.0,3.9
2016-08-07,14.7,71.0,4.5
2016-08-08,15.7,79.0,2.3
2016-08-09,13.65,85.0,5.1
2016-08-10,10.8,74.0,6.4
2016-08-11,8.9,80.0,5.9
2016-08-12,9.45,77.0,2.8
2016-08-13,12.3,77.0,5.1
2016-08-14,12.1,72.0,5.2
2016-08-15,10.6,88.0,4.1
2016-08-16,13.1,77.0,3.0
2016-08-17,13.6,74.0,4.1
2016-08-18,17.85,54.0,4.5
2016-08-19,17.950000000000003,66.0,3.1
2016-08-20,16.950000000000003,73.0,2.6
2016-08-21,16.4,74.0,3.3
2016-08-22,14.8,88.0,4.0
2016-08-23,14.8,76.0,3.6
2016-08-24,12.85,86.0,2.8
2016-08-25,13.85,79.0,4.0
2016-08-26,12.6,84.0,5.5
2016-08-27,13.35,82.0,10.3
2016-08-28,12.7,75.0,2.3
2016-08-29,12.6,83.0,3.0
2016-08-30,11.8,90.0,1.9
2016-08-31,14.4,83.0,3.4
2016-09-01,13.85,86.0,2.9
2016-09-02,11.9,82.0,2.9
2016-09-03,10.55,92.0,2.0
2016-09-04,11.4,81.0,4.8
2016-09-05,9.8,81.0,3.1
2016-09-06,12.95,78.0,3.2
2016-09-07,14.45,76.0,8.0
2016-09-08,13.6,76.0,3.1
2016-09-09,16.05,82.0,3.0
2016-09-10,13.45,85.0,2.6
2016-09-11,12.5,89.0,3.2
2016-09-12,11.6,80.0,3.1
2016-09-13,12.55,81.0,2.5
2016-09-14,12.85,91.0,3.4
2016-09-15,13.2,86.0,2.9
2016-09-16,12.65,86.0,2.3
2016-09-17,13.8,91.0,1.8
2016-09-18,13.4,96.0,1.9
2016-09-19,12.7,94.0,2.4
2016-09-20,13.4,93.0,2.1
2016-09-21,14.0,87.0,2.4
2016-09-22,15.25,84.0,2.8
2016-09-23,14.55,79.0,3.2
2016-09-24,12.35,79.0,2.8
2016-09-25,14.75,63.0,3.6
2016-09-26,15.4,75.0,3.3
2016-09-27,11.35,71.0,4.9
2016-09-28,13.05,72.0,5.5
2016-09-29,10.05,82.0,3.1
2016-09-30,9.35,82.0,6.8
2016-10-01,8.399999999999999,81.0,7.7
2016-10-02,7.050000000000001,85.0,3.3
2016-10-03,4.75,88.0,2.7
2016-10-04,5.45,71.0,3.1
2016-10-05,5.8,82.0,2.8
2016-10-06,3.45,84.0,2.4
2016-10-07,5.1,79.0,3.4
2016-10-08,6.1,76.0,3.6
2016-10-09,4.65,73.0,3.4
2016-10-10,5.15,73.0,4.1
2016-10-11,2.7,79.0,2.8
2016-10-12,0.5,88.0,2.8
2016-10-13,-0.85,91.0,2.6
2016-10-14,0.1999999999999999,74.0,2.6
2016-10-15,3.8,52.0,4.9
2016-10-16,5.55,53.0,4.4
2016-10-17,8.75,57.0,4.9
2016-10-18,10.05,61.0,3.3
2016-10-19,6.75,84.0,2.6
2016-10-20,4.7,72.0,4.3
2016-10-21,6.4,56.0,4.7
2016-10-22,4.5,64.0,4.3
2016-10-23,3.45,65.0,4.7
2016-10-24,4.5,66.0,5.0
2016-10-25,4.7,73.0,2.9
2016-10-26,3.05,70.0,3.3
2016-10-27,6.25,76.0,4.3
2016-10-28,6.6,82.0,7.8
2016-10-29,6.2,85.0,11.0
2016-10-30,7.0,87.0,4.7
2016-10-31,5.949999999999999,96.0,2.4
2016-11-01,4.65,95.0,1.6
2016-11-02,0.75,92.0,2.3
2016-11-03,-0.55,82.0,3.4
2016-11-04,0.05,65.0,4.8
2016-11-05,0.0,60.0,6.7
2016-11-06,-3.85,66.0,3.7
2016-11-07,-7.7,73.0,3.1
2016-11-08,-8.350000000000001,69.0,3.5
2016-11-09,-6.0,66.0,3.8
2016-11-10,-2.95,57.0,4.0
2016-11-11,-3.2,77.0,3.0
2016-11-12,0.0,80.0,2.3
2016-11-13,0.4,84.0,2.2
2016-11-14,3.25,79.0,2.9
2016-11-15,5.5,82.0,4.9
2016-11-16,6.449999999999999,67.0,3.8
2016-11-17,2.85,93.0,2.6
2016-11-18,-0.2,77.0,3.0
