date,power_MW,air_temperature,relative_humidity,wind_speed
2019-09-03,12516.833,9.5,80.0,4.0
2019-09-04,12973.0,10.75,71.0,3.1
2019-09-05,12893.375,11.05,88.0,7.4
2019-09-06,13167.625,9.85,74.0,3.3
2019-09-07,12388.417,9.7,86.0,2.3
2019-09-08,12291.5,8.95,77.0,3.2
2019-09-09,12992.0,12.15,68.0,4.4
2019-09-10,12801.417,15.25,75.0,3.4
2019-09-11,12688.625,16.95,67.0,4.6
2019-09-12,12795.917,13.25,84.0,4.1
2019-09-13,12905.667,9.95,79.0,8.2
2019-09-14,12740.75,9.0,81.0,6.3
2019-09-15,12201.333,9.4,87.0,5.3
2019-09-16,13438.75,9.7,81.0,9.5
2019-09-17,13749.042,8.25,81.0,6.0
2019-09-18,13693.458,8.35,84.0,6.3
2019-09-19,14212.125,7.0,90.0,3.2
2019-09-20,13576.292,8.15,88.0,7.0
2019-09-21,12320.0,11.75,87.0,7.2
2019-09-22,12226.292,10.75,83.0,3.6
2019-09-23,13457.333,9.7,79.0,3.3
2019-09-24,13498.208,8.95,86.0,2.8
2019-09-25,13469.875,8.65,76.0,3.3
2019-09-26,13430.208,9.25,67.0,4.1
2019-09-27,13504.083,11.85,60.0,5.9
2019-09-28,12424.75,13.05,66.0,4.7
2019-09-29,12428.083,10.7,89.0,3.4
2019-09-30,14079.0,5.5,91.0,2.9
2019-10-01,14255.292,1.65,94.0,3.0
2019-10-02,14267.542,4.4,89.0,2.2
2019-10-03,14893.417,5.75,76.0,4.7
2019-10-04,15171.0,3.5500000000000003,64.0,4.1
2019-10-05,14713.833,0.6,70.0,3.0
2019-10-06,14567.375,0.35,72.0,3.0
2019-10-07,15698.792,2.55,82.0,3.3
2019-10-08,15788.708,3.6,67.0,4.1
2019-10-09,15305.0,6.4,63.0,4.7
2019-10-10,14841.75,4.15,84.0,2.9
2019-10-11,14791.833,3.6,92.0,2.9
2019-10-12,13885.25,4.05,92.0,2.9
2019-10-13,13969.625,4.199999999999999,87.0,3.4
2019-10-14,15186.708,1.7,86.0,3.4
2019-10-15,15464.875,1.2,83.0,3.0
2019-10-16,15583.083,5.15,72.0,5.5
2019-10-17,15438.917,8.25,64.0,4.3
2019-10-18,15168.208,8.1,85.0,1.7
2019-10-19,14622.125,5.949999999999999,82.0,2.4
2019-10-20,14865.708,4.9,68.0,3.7
2019-10-21,16396.833,4.1,80.0,2.5
2019-10-22,15698.167,7.7,64.0,9.8
2019-10-23,15376.125,7.0,86.0,2.4
2019-10-24,15230.625,8.0,69.0,2.7
2019-10-25,14995.042,8.15,85.0,6.0
2019-10-26,15027.208,1.7,92.0,2.9
2019-10-27,15343.594,0.4,91.0,3.2
2019-10-28,16778.583,2.9,85.0,5.5
2019-10-29,17287.542,4.15,86.0,5.6
2019-10-30,17525.917,4.6,83.0,7.3
2019-10-31,16914.417,4.75,89.0,4.8
2019-11-01,17135.542,3.6,89.0,2.1
2019-11-02,16487.5,1.2,95.0,2.1
2019-11-03,16732.875,-2.45,89.0,3.3
2019-11-04,18089.792,-5.6,71.0,4.4
2019-11-05,18889.042,-6.5,74.0,3.6
2019-11-06,19289.75,-5.9,66.0,2.8
2019-11-07,19419.542,-3.9,74.0,2.3
2019-11-08,19582.75,-5.25,76.0,2.9
2019-11-09,18575.0,-5.6,76.0,2.7
2019-11-10,18368.833,-4.800000000000001,72.0,3.3
2019-11-11,19908.083,-3.75,62.0,3.7
2019-11-12,19063.042,-1.9,71.0,3.5
2019-11-13,18309.75,2.95,69.0,2.1
2019-11-14,18404.5,-1.35,87.0,2.7
2019-11-15,18244.458,-4.25,81.0,3.5
2019-11-16,17489.083,-2.0,75.0,3.6
2019-11-17,16972.875,2.55,73.0,3.2
2019-11-18,18347.667,1.7,84.0,3.5
2019-11-19,17657.375,2.5,97.0,2.0
2019-11-20,18196.75,0.5,86.0,2.5
2019-11-21,17763.708,1.1,77.0,4.2
2019-11-22,17209.375,4.8,71.0,4.4
2019-11-23,16453.875,5.15,73.0,3.3
2019-11-24,16562.75,2.25,86.0,2.5
2019-11-25,17876.292,0.9,91.0,1.2
2019-11-26,18045.167,-0.25,97.0,1.2
2019-11-27,18244.417,-1.0,80.0,3.8
2019-11-28,18729.042,-1.05,82.0,1.9
2019-11-29,19178.875,-0.1499999999999999,74.0,6.7
2019-11-30,18785.208,0.35,81.0,7.6
2019-12-01,18870.042,0.75,83.0,7.8
2019-12-02,20119.125,0.3999999999999999,86.0,6.6
2019-12-03,19189.542,2.0,91.0,4.8
2019-12-04,18227.875,4.7,89.0,2.9
2019-12-05,17886.792,2.8,88.33333333333333,3.4333333333333336
2019-12-06,17843.875,2.6,87.66666666666667,3.966666666666667
2019-12-07,17471.125,2.4,87.0,4.5
2019-12-08,17673.042,0.85,78.0,3.9
2019-12-09,18827.875,-1.15,90.0,3.5
2019-12-10,19915.75,-1.2,76.0,7.1
2019-12-11,18209.25,3.5,55.0,7.6
2019-12-12,18211.833,5.5,52.0,4.8
2019-12-13,18387.708,4.4,56.0,4.7
2019-12-14,17573.125,4.15,59.0,6.2
2019-12-15,17322.458,3.25,69.0,3.6
2019-12-16,18918.083,0.25,82.0,2.3
2019-12-17,19210.125,-1.95,92.0,2.5
2019-12-18,19569.458,-3.3,86.0,3.0
2019-12-19,19682.042,-0.9,81.0,2.9
2019-12-20,18356.5,1.55,75.0,2.8
2019-12-21,16966.375,5.4,69.0,4.4
2019-12-22,16975.042,2.9,94.0,1.7
2019-12-23,17890.625,-0.05,98.0,1.7
2019-12-24,17485.875,-4.25,93.0,2.1
2019-12-25,17338.25,-6.0,86.0,3.8
2019-12-26,18138.792,-2.9,96.0,2.2
2019-12-27,19196.5,-3.35,80.0,3.4
2019-12-28,18370.625,-0.8499999999999999,67.0,3.3
2019-12-29,16375.125,4.65,83.0,4.0
2019-12-30,16456.292,6.4,81.0,10.2
2019-12-31,17155.458,4.2,81.0,9.6
